Date,Open,High,Low,Close,Volume,"('Adj Close', 'GEN')","('Close', 'GEN')","('High', 'GEN')","('Low', 'GEN')","('Open', 'GEN')","('Volume', 'GEN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.729999542236328,22.920000076293945,22.440000534057617,22.790000915527344,3361800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.68000030517578,22.81999969482422,22.43000030517578,22.459999084472656,2738800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.450000762939453,22.61000061035156,22.290000915527344,22.32999992370605,2644900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.239999771118164,22.530000686645508,22.239999771118164,22.399999618530277,4908600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.40999984741211,22.799999237060547,22.270000457763672,22.790000915527344,2488600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.56999969482422,22.809999465942383,22.549999237060547,22.559999465942383,2492000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.56999969482422,22.86000061035156,22.56999969482422,22.81999969482422,2077600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.950000762939453,23.1200008392334,22.670000076293945,23.030000686645508,3674500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.190000534057617,23.5,23.049999237060547,23.09000015258789,3675600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.88999938964844,23.149999618530277,22.559999465942383,23.149999618530277,3597300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.979999542236328,23.09000015258789,22.59000015258789,22.81999969482422,3764100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.86000061035156,23.0,22.729999542236328,22.96999931335449,2550000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.07999992370605,23.5,22.850000381469727,23.479999542236328,3689300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.61000061035156,23.799999237060547,23.51000022888184,23.559999465942383,2740400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.63999938964844,23.799999237060547,23.540000915527344,23.56999969482422,2780900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.799999237060547,23.799999237060547,23.420000076293945,23.5,1953100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,23.71999931335449,24.0,23.63999938964844,23.84000015258789,3295900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,23.86000061035156,23.93000030517578,23.549999237060547,23.770000457763672,2883200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,24.0,24.229999542236328,23.82999992370605,24.18000030517578,4264400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,24.21999931335449,24.3700008392334,23.790000915527344,23.96999931335449,5251400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,24.030000686645508,24.100000381469727,23.420000076293945,23.479999542236328,3987400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,23.540000915527344,24.049999237060547,23.350000381469727,23.920000076293945,4403600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,22.3799991607666,22.46999931335449,19.07999992370605,21.229999542236328,24620200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,21.229999542236328,21.520000457763672,20.799999237060547,21.09000015258789,10740900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,21.049999237060547,21.1200008392334,20.51000022888184,20.59000015258789,6673000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.82999992370605,21.06999969482422,20.6200008392334,20.90999984741211,6521000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.90999984741211,20.959999084472656,20.61000061035156,20.8700008392334,5527500.0,,,,,,,,,,
