Date,Open,High,Low,Close,Volume,"('Adj Close', 'RGA')","('Close', 'RGA')","('High', 'RGA')","('Low', 'RGA')","('Open', 'RGA')","('Volume', 'RGA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,162.00999450683594,163.32000732421875,162.0,163.1699981689453,183900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,163.80999755859375,164.7100067138672,162.86000061035156,164.1300048828125,375400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,164.77000427246094,166.27000427246094,162.88999938964844,164.33999633789062,538100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,165.89999389648438,167.11000061035156,164.52999877929688,167.05999755859375,509100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,167.4199981689453,168.25999450683594,165.13999938964844,168.24000549316406,325000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,168.3699951171875,168.3699951171875,164.25999450683594,164.27999877929688,292800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,165.22000122070312,166.25,164.0800018310547,166.16000366210938,283200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,166.13999938964844,167.8300018310547,164.7899932861328,167.8000030517578,269500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,169.02999877929688,169.4499969482422,167.57000732421875,168.58999633789062,231200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,168.6199951171875,170.8300018310547,167.8000030517578,168.75,338000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,168.3699951171875,169.66000366210938,166.72000122070312,166.80999755859375,225700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,165.89999389648438,168.38999938964844,164.86000061035156,168.30999755859375,299900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,169.88999938964844,169.88999938964844,167.3800048828125,167.88999938964844,275800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,168.1199951171875,169.94000244140625,167.83999633789062,169.72999572753906,252200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,169.88999938964844,170.2899932861328,167.82000732421875,168.3699951171875,203900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,169.27999877929688,170.6699981689453,168.52000427246094,168.94000244140625,319200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,169.24000549316406,169.8800048828125,167.50999450683594,168.88999938964844,294000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,169.33999633789062,171.10000610351562,168.60000610351562,171.02999877929688,314900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,170.3800048828125,172.08999633789062,170.3699951171875,171.80999755859375,321700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,172.25,172.66000366210938,170.88999938964844,172.50999450683594,368500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,173.75999450683594,175.33999633789062,172.97000122070312,173.88999938964844,487300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,172.75999450683594,173.02999877929688,169.61000061035156,171.8800048828125,439100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,171.13999938964844,171.13999938964844,163.80999755859375,167.0399932861328,1047500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,167.33999633789062,168.52999877929688,166.27000427246094,167.75999450683594,567900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,167.22000122070312,168.22000122070312,165.67999267578125,167.0,442700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,167.88999938964844,169.5,167.02000427246094,169.00999450683594,346500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,168.6999969482422,169.30999755859375,165.89999389648438,167.5500030517578,241500.0,,,,,,,,,,
