Date,Open,High,Low,Close,Volume,"('Adj Close', 'MVBF')","('Close', 'MVBF')","('High', 'MVBF')","('Low', 'MVBF')","('Open', 'MVBF')","('Volume', 'MVBF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.459999084472656,22.815000534057617,21.88999938964844,22.36000061035156,50500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.299999237060547,22.32999992370605,21.51000022888184,21.75,18400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.84000015258789,22.11000061035156,21.434999465942383,22.07999992370605,69600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.790000915527344,23.15999984741211,21.790000915527344,22.88999938964844,133400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.93000030517578,23.0,22.6200008392334,22.790000915527344,20700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.440000534057617,22.90999984741211,22.40999984741211,22.549999237060547,21300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.40999984741211,22.63999938964844,22.121000289916992,22.63999938964844,16500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.76000022888184,22.549999237060547,21.76000022888184,22.40999984741211,45000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.6299991607666,22.6299991607666,22.32999992370605,22.549999237060547,37600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.229999542236328,22.420000076293945,20.84000015258789,22.26000022888184,21900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.86000061035156,22.309999465942383,21.84000015258789,21.84000015258789,16400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.790000915527344,21.799999237060547,21.475000381469727,21.71999931335449,11300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.780000686645508,22.01000022888184,21.549999237060547,21.799999237060547,86000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.71999931335449,22.63999938964844,21.700000762939453,22.59000015258789,26100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.700000762939453,22.700000762939453,22.11000061035156,22.36000061035156,27500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.61000061035156,22.700000762939453,22.40999984741211,22.540000915527344,23200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.700000762939453,22.700000762939453,22.21999931335449,22.59000015258789,23200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.600000381469727,22.88999938964844,22.38999938964844,22.81999969482422,45000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.920000076293945,23.07999992370605,22.31999969482422,22.63999938964844,35900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.46699905395508,22.709999084472656,22.46699905395508,22.59000015258789,14300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.36000061035156,22.790000915527344,21.07999992370605,21.43000030517578,28900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.6299991607666,22.059999465942383,20.75900077819824,21.90999984741211,36400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,21.88999938964844,21.88999938964844,21.07999992370605,21.149999618530277,17100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.670000076293945,20.96500015258789,20.309999465942383,20.81999969482422,21100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.8700008392334,21.149999618530277,20.049999237060547,21.0,62700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.920000076293945,21.350000381469727,20.190000534057617,21.0,48800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.65999984741211,21.530000686645508,20.32999992370605,21.5,23100.0,,,,,,,,,,
