Date,Open,High,Low,Close,Volume,"('Adj Close', 'AYI')","('Close', 'AYI')","('High', 'AYI')","('Low', 'AYI')","('Open', 'AYI')","('Volume', 'AYI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,203.07000732421875,204.38999938964844,201.8999938964844,202.8800048828125,184500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,201.9600067138672,204.2100067138672,200.2700042724609,201.2100067138672,795800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,201.8800048828125,205.5800018310547,201.8800048828125,203.52999877929688,410800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,202.22999572753903,206.1999969482422,202.22999572753903,205.3800048828125,438100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,205.52999877929688,207.7400054931641,204.33999633789065,204.5200042724609,565100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,216.1199951171875,228.25999450683597,214.32000732421875,228.0,1240400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,228.97000122070312,230.33999633789065,225.5,229.8999938964844,529600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,229.9499969482422,229.9499969482422,223.32000732421875,224.6999969482422,427100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,225.63999938964844,225.6699981689453,221.92999267578125,224.57000732421875,197700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,223.1999969482422,224.5200042724609,221.9499969482422,224.2400054931641,221600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,223.07000732421875,224.97999572753903,222.2400054931641,224.1999969482422,163800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,225.3600006103516,226.55999755859372,223.4900054931641,226.38999938964844,137700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,226.0500030517578,231.16000366210935,225.0200042724609,230.50999450683597,248700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,232.0,233.2700042724609,229.5399932861328,232.2700042724609,241700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,232.19000244140625,233.1999969482422,229.25,231.05999755859372,350400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,232.9499969482422,233.8600006103516,228.6000061035156,228.9600067138672,245100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,231.42999267578125,237.1100006103516,231.32000732421875,236.7899932861328,297400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,240.9499969482422,242.1000061035156,238.1000061035156,239.1000061035156,360000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,238.27999877929688,242.1999969482422,238.27999877929688,241.0,308700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,240.02999877929688,244.16000366210935,239.19000244140625,242.97999572753903,160000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,242.1000061035156,243.3999938964844,237.5200042724609,238.16000366210935,239100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,240.0200042724609,240.5500030517578,236.05999755859372,240.13999938964844,207000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,237.92999267578125,240.6699981689453,237.3800048828125,239.25,160400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,237.91000366210935,239.25,234.6699981689453,236.8999938964844,167800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,236.32000732421875,237.17999267578125,233.4900054931641,234.5800018310547,227400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,234.7899932861328,237.9900054931641,233.1999969482422,236.30999755859372,211800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,236.30999755859372,241.88999938964844,236.30999755859372,241.77999877929688,230900.0,,,,,,,,,,
