Date,Open,High,Low,Close,Volume,"('Adj Close', 'THRY')","('Close', 'THRY')","('High', 'THRY')","('Low', 'THRY')","('Open', 'THRY')","('Volume', 'THRY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.1299991607666,20.3700008392334,19.709999084472656,20.350000381469727,175800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.280000686645508,20.420000076293945,19.3700008392334,19.6299991607666,183100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.790000915527344,19.790000915527344,19.07699966430664,19.26000022888184,154100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.06999969482422,19.06999969482422,17.985000610351562,18.229999542236328,184200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.170000076293945,18.850000381469727,18.07999992370605,18.76000022888184,168100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.479999542236328,18.71500015258789,18.149999618530277,18.32999992370605,117600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.239999771118164,19.1200008392334,18.239999771118164,19.1200008392334,105600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.18000030517578,19.18000030517578,18.540000915527344,18.709999084472656,91500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.729999542236328,19.06999969482422,18.600000381469727,18.6200008392334,72700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.530000686645508,18.809999465942383,18.183000564575195,18.290000915527344,86000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.0,18.739999771118164,17.889999389648438,18.299999237060547,85800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.36000061035156,18.395000457763672,18.040000915527344,18.239999771118164,171000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.36000061035156,19.0,18.07999992370605,18.989999771118164,113300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.18000030517578,20.34000015258789,19.18000030517578,19.739999771118164,132800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.01000022888184,20.26000022888184,19.809999465942383,19.86000061035156,101900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.200000762939453,20.51000022888184,19.81800079345703,20.440000534057617,92800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.75,21.07999992370605,20.350000381469727,20.790000915527344,103000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,20.989999771118164,21.190000534057617,20.68000030517578,21.15999984741211,101100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.11000061035156,21.739999771118164,20.899999618530277,21.600000381469727,151400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,21.3799991607666,21.51000022888184,20.9950008392334,21.07999992370605,112600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,20.950000762939453,21.149999618530277,20.40999984741211,20.440000534057617,160900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,20.6200008392334,21.209999084472656,20.5,21.1200008392334,83400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.86000061035156,20.920000076293945,20.209999084472656,20.739999771118164,96700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.420000076293945,20.63500022888184,19.950000762939453,20.450000762939453,86500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.3799991607666,20.989999771118164,20.3799991607666,20.950000762939453,69100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.950000762939453,21.399999618530277,20.2450008392334,20.649999618530277,84600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.600000381469727,21.440000534057617,20.600000381469727,21.3799991607666,97500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,21.399999618530277,21.8799991607666,21.399999618530277,21.489999771118164,92200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,21.290000915527344,21.979999542236328,21.225000381469727,21.75,143300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,20.989999771118164,21.1299991607666,19.989999771118164,20.25,198400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.6299991607666,21.549999237060547,20.3799991607666,21.399999618530277,97900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,21.649999618530277,21.93000030517578,21.549999237060547,21.8700008392334,91100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,21.75,21.96999931335449,21.23500061035156,21.3799991607666,97800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,21.190000534057617,21.440000534057617,20.924999237060547,21.40999984741211,179700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,21.36000061035156,21.549999237060547,20.88500022888184,21.149999618530277,94600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,21.0,21.100000381469727,18.709999084472656,19.170000076293945,387700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,19.030000686645508,19.920000076293945,18.600000381469727,19.899999618530277,347800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,19.76000022888184,19.88999938964844,18.88500022888184,19.479999542236328,281600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,19.100000381469727,20.46999931335449,19.100000381469727,20.36000061035156,197700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,20.38999938964844,20.540000915527344,18.809999465942383,20.479999542236328,249500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,20.600000381469727,21.0,20.280000686645508,20.940000534057617,314700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,21.0,21.82999992370605,20.799999237060547,21.780000686645508,245200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,21.739999771118164,21.950000762939453,21.51000022888184,21.899999618530277,188500.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,21.76000022888184,21.76000022888184,21.229999542236328,21.26000022888184,218900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,21.43000030517578,21.43000030517578,20.850000381469727,21.01000022888184,143800.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,21.059999465942383,21.82999992370605,20.959999084472656,21.71999931335449,147100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,21.90999984741211,22.6200008392334,21.743000030517575,21.799999237060547,167500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,21.68000030517578,22.054000854492188,21.209999084472656,22.0,116100.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,21.700000762939453,22.3700008392334,21.700000762939453,22.34000015258789,256700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,22.25,22.61000061035156,21.895000457763672,22.059999465942383,126800.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,22.0,22.209999084472656,21.63999938964844,21.899999618530277,153000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,21.739999771118164,22.405000686645508,21.739999771118164,22.1299991607666,456700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,22.06999969482422,22.479999542236328,21.88500022888184,21.899999618530277,141700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,21.81999969482422,22.100000381469727,21.65999984741211,22.049999237060547,151800.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,21.86000061035156,22.420000076293945,21.84499931335449,22.149999618530277,129800.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,22.200000762939453,22.40999984741211,21.850000381469727,21.959999084472656,225300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,22.06999969482422,22.25,21.520000457763672,22.1299991607666,153000.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,22.21999931335449,22.34000015258789,21.780000686645508,21.790000915527344,140900.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,21.899999618530277,22.0,21.36000061035156,21.38999938964844,125400.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,21.6200008392334,21.989999771118164,21.6200008392334,21.93000030517578,108300.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,22.030000686645508,22.61000061035156,22.030000686645508,22.229999542236328,114600.0,,,,,,,,,,
