Date,Open,High,Low,Close,Volume,"('Adj Close', 'FIX')","('Close', 'FIX')","('High', 'FIX')","('Low', 'FIX')","('Open', 'FIX')","('Volume', 'FIX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,204.3800048828125,205.88999938964844,200.0200042724609,202.0800018310547,211500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,200.0,200.0,194.6300048828125,195.9600067138672,349100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,195.75999450683597,197.9499969482422,195.1300048828125,197.27999877929688,364400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,196.67999267578125,198.6199951171875,195.2100067138672,195.88999938964844,207600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,196.4600067138672,199.25,195.8000030517578,198.9499969482422,150300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,196.6699981689453,199.88999938964844,194.3000030517578,198.94000244140625,145400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,198.9900054931641,203.30999755859372,198.9900054931641,203.1199951171875,216700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,202.5399932861328,206.16000366210935,200.80999755859372,205.7700042724609,821100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,207.8500061035156,207.88999938964844,203.08999633789065,203.3300018310547,400800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,201.6199951171875,203.5800018310547,200.33999633789065,202.22000122070312,258600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,200.22000122070312,203.8300018310547,198.3000030517578,202.44000244140625,206100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,204.5500030517578,207.32000732421875,202.7700042724609,204.57000732421875,211100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,205.77999877929688,206.67999267578125,200.6199951171875,204.6999969482422,246000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,207.22999572753903,209.9600067138672,206.7700042724609,209.3999938964844,153300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,210.0,210.0,202.19000244140625,204.13999938964844,159200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,205.83999633789065,205.83999633789065,200.1499938964844,200.4900054931641,168700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,203.2400054931641,205.88999938964844,201.6100006103516,205.5399932861328,261400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,206.08999633789065,208.44000244140625,205.7700042724609,207.3500061035156,174600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,207.2100067138672,213.1199951171875,206.83999633789065,213.0,235800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,212.6499938964844,222.1999969482422,212.6499938964844,222.17999267578125,371300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,222.16000366210935,222.1699981689453,216.27999877929688,217.47000122070312,445800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,219.0500030517578,225.38999938964844,217.5500030517578,225.0,249000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,222.4499969482422,231.9199981689453,222.4499969482422,231.2899932861328,275100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,228.5200042724609,228.92999267578125,220.9900054931641,224.07000732421875,264200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,224.07000732421875,226.69000244140625,222.8699951171875,226.55999755859372,203900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,228.0500030517578,233.9199981689453,224.94000244140625,231.9499969482422,297900.0,,,,,,,,,,
