Date,Open,High,Low,Close,Volume,"('Adj Close', 'KSS')","('Close', 'KSS')","('High', 'KSS')","('Low', 'KSS')","('Open', 'KSS')","('Volume', 'KSS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,28.729999542236328,29.01000022888184,27.739999771118164,28.040000915527344,4585000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.3700008392334,27.420000076293945,25.56999969482422,26.420000076293945,6531500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,26.13999938964844,26.71999931335449,25.920000076293945,26.520000457763672,4594400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.31999969482422,27.559999465942383,26.21999931335449,26.440000534057617,6740700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.709999084472656,27.5,26.5,27.170000076293945,5144300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.82999992370605,28.07999992370605,26.709999084472656,27.809999465942383,4048100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.71999931335449,28.049999237060547,26.8799991607666,27.82999992370605,5071700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,27.51000022888184,27.57999992370605,26.36000061035156,26.729999542236328,4533200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.15999984741211,27.239999771118164,25.700000762939453,26.1200008392334,6823400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.75,25.899999618530277,25.06999969482422,25.600000381469727,4580700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.190000534057617,25.239999771118164,24.51000022888184,24.950000762939453,5582400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.11000061035156,25.190000534057617,23.420000076293945,24.59000015258789,6452500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.670000076293945,24.899999618530277,24.030000686645508,24.899999618530277,4350200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.59000015258789,26.09000015258789,24.59000015258789,26.059999465942383,4972400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.86000061035156,27.07999992370605,25.15999984741211,25.850000381469727,4980800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.40999984741211,27.09000015258789,26.309999465942383,26.729999542236328,6722700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.190000534057617,27.979999542236328,27.030000686645508,27.5,4889700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,27.809999465942383,28.850000381469727,27.76000022888184,28.690000534057617,5180400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.68000030517578,28.93000030517578,27.600000381469727,28.06999969482422,6582900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,27.75,27.780000686645508,26.81999969482422,26.82999992370605,4064200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,26.36000061035156,26.88999938964844,25.559999465942383,25.76000022888184,5552000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,26.0,26.520000457763672,24.86000061035156,26.25,6274700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.96999931335449,26.65999984741211,25.61000061035156,26.399999618530277,4104000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,25.76000022888184,25.979999542236328,25.01000022888184,25.549999237060547,4124600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,25.489999771118164,27.5,25.25,26.799999237060547,9196800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.46999931335449,26.739999771118164,25.65999984741211,26.059999465942383,4889100.0,,,,,,,,,,
