Date,Open,High,Low,Close,Volume,"('Adj Close', 'CTRE')","('Close', 'CTRE')","('High', 'CTRE')","('Low', 'CTRE')","('Open', 'CTRE')","('Volume', 'CTRE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.290000915527344,22.475000381469727,22.25,22.350000381469727,908400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.34000015258789,22.399999618530277,22.07200050354004,22.100000381469727,1061400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.030000686645508,22.15999984741211,21.915000915527344,21.950000762939453,1408200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.989999771118164,22.0,21.780000686645508,21.790000915527344,777000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.81999969482422,21.96999931335449,21.700000762939453,21.8700008392334,747600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.75,21.950000762939453,21.56999969482422,21.82999992370605,902900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,21.86000061035156,22.06999969482422,21.790000915527344,22.020000457763672,692000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.90999984741211,22.075000762939453,21.809999465942383,22.01000022888184,1145900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.200000762939453,22.440000534057617,22.100000381469727,22.440000534057617,1235300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.299999237060547,22.520000457763672,22.209999084472656,22.31999969482422,1412300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.06999969482422,22.440000534057617,21.621000289916992,21.76000022888184,1544700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,21.799999237060547,21.799999237060547,21.5,21.600000381469727,871500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.59000015258789,21.854999542236328,21.51000022888184,21.850000381469727,817600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.920000076293945,22.190000534057617,21.920000076293945,22.040000915527344,845800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.21999931335449,22.21999931335449,21.799999237060547,22.01000022888184,820000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.26000022888184,22.26000022888184,21.30500030517578,21.350000381469727,1260900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.540000915527344,21.68000030517578,21.32999992370605,21.440000534057617,1017900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.559999465942383,21.61000061035156,21.35099983215332,21.530000686645508,577600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.549999237060547,21.655000686645508,21.36000061035156,21.520000457763672,629800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,21.309999465942383,21.43000030517578,21.15999984741211,21.270000457763672,746500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.270000457763672,21.43000030517578,20.920000076293945,20.920000076293945,1202800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,20.86000061035156,21.01000022888184,20.729999542236328,20.979999542236328,1834900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.799999237060547,20.81999969482422,20.375,20.40999984741211,1050700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.295000076293945,20.540000915527344,20.100000381469727,20.440000534057617,2198000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.6200008392334,20.7450008392334,20.3700008392334,20.450000762939453,1705100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.489999771118164,20.71999931335449,20.32999992370605,20.63999938964844,1351800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.63999938964844,21.114999771118164,20.56999969482422,21.0,1463400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,21.06999969482422,22.57999992370605,20.899999618530277,22.5,2794400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,22.290000915527344,23.030000686645508,22.270000457763672,22.940000534057617,2007500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,22.5,22.90999984741211,22.299999237060547,22.549999237060547,1959000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,22.51000022888184,23.149999618530277,22.51000022888184,22.940000534057617,1295800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,23.07999992370605,23.170000076293945,22.670000076293945,22.700000762939453,1542000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,22.540000915527344,22.8799991607666,22.424999237060547,22.670000076293945,1319600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,22.5,23.09000015258789,22.5,23.040000915527344,2439600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,23.06999969482422,23.299999237060547,22.790000915527344,22.979999542236328,2943000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,23.0,23.18000030517578,22.920000076293945,23.06999969482422,2573900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,23.1299991607666,23.190000534057617,22.934999465942383,23.09000015258789,1892300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,23.059999465942383,23.2450008392334,22.952999114990234,23.01000022888184,1464900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,23.01000022888184,23.270000457763672,22.90999984741211,22.959999084472656,727800.0,,,,,,,,,,
