Date,Open,High,Low,Close,Volume,"('Adj Close', 'BTU')","('Close', 'BTU')","('High', 'BTU')","('Low', 'BTU')","('Open', 'BTU')","('Volume', 'BTU')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.40999984741211,24.905000686645508,24.31999969482422,24.38999938964844,2029000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.25,25.01499938964844,24.07999992370605,24.790000915527344,2516900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.0,25.670000076293945,24.76000022888184,25.38999938964844,2987300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.6200008392334,25.8799991607666,25.450000762939453,25.8700008392334,3024700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.700000762939453,25.739999771118164,24.756000518798828,25.239999771118164,2210900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.13999938964844,25.13999938964844,24.649999618530277,24.979999542236328,2092700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.0,25.0,23.684999465942383,23.8700008392334,3112100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.989999771118164,24.13999938964844,23.690000534057617,23.90999984741211,1966700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,24.200000762939453,24.299999237060547,23.670000076293945,23.799999237060547,1986100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.82999992370605,23.920000076293945,23.13999938964844,23.18000030517578,2451800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.8799991607666,23.36000061035156,22.71999931335449,23.270000457763672,2031500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.649999618530277,25.638999938964844,24.350000381469727,25.43000030517578,11647000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.549999237060547,26.1299991607666,25.3700008392334,26.07999992370605,6544500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.100000381469727,26.3700008392334,25.270000457763672,25.600000381469727,29167800.0,,,,,,,,,,
