Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMSC')","('Close', 'AMSC')","('High', 'AMSC')","('Low', 'AMSC')","('Open', 'AMSC')","('Volume', 'AMSC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.899999618530272,11.149999618530272,10.600000381469728,10.84000015258789,321200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.579999923706056,10.9399995803833,10.170000076293944,10.90999984741211,748100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.010000228881836,11.760000228881836,10.729999542236328,11.34000015258789,691000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.199999809265137,11.649999618530272,11.1899995803833,11.43000030517578,621400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.40999984741211,11.40999984741211,10.710000038146973,10.789999961853027,457400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.539999961853027,10.550000190734863,10.18000030517578,10.220000267028809,527500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.220000267028809,10.68000030517578,10.130000114440918,10.390000343322754,324500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,10.390000343322754,10.390000343322754,9.729999542236328,10.0600004196167,369400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.1899995803833,10.300000190734863,9.949999809265137,10.109999656677246,180400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.039999961853027,10.09000015258789,9.640000343322754,9.720000267028809,346300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.699999809265137,10.920000076293944,9.670000076293944,10.239999771118164,1254500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.399999618530272,10.489999771118164,9.369999885559082,9.75,595600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.770000457763672,9.789999961853027,9.4399995803833,9.670000076293944,345100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.829999923706056,10.1899995803833,9.770000457763672,10.029999732971191,274100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.170000076293944,10.329999923706056,10.010000228881836,10.029999732971191,301700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,10.25,10.25,9.68000030517578,9.75,533200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.56999969482422,13.800000190734863,11.0,13.25,13225700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.449999809265137,14.699999809265137,13.029999732971191,13.770000457763672,3453400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.699999809265137,13.899999618530272,13.06999969482422,13.640000343322754,1421100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,13.5,14.300000190734863,13.359999656677246,13.4399995803833,1120000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,11.5,11.5,10.75,11.0,5934200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.149999618530272,11.420000076293944,11.100000381469728,11.3100004196167,2543500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,11.25,11.270000457763672,10.920000076293944,11.170000076293944,899200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.0,11.3100004196167,10.890000343322754,10.989999771118164,1003900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.0,11.0,10.470000267028809,10.59000015258789,1228900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,10.710000038146973,10.710000038146973,10.1899995803833,10.279999732971191,1266800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,10.289999961853027,11.06999969482422,10.210000038146973,10.93000030517578,931600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.0600004196167,11.369999885559082,10.989999771118164,11.3100004196167,794600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,11.56999969482422,13.210000038146973,11.5,13.029999732971191,2920200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,12.579999923706056,12.81999969482422,12.119999885559082,12.710000038146973,1005400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,13.130000114440918,14.489999771118164,13.020000457763672,14.4399995803833,1612300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,14.43000030517578,14.5,13.90999984741211,14.369999885559082,1035200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,14.229999542236328,14.649999618530272,13.869999885559082,14.279999732971191,770400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,14.06999969482422,14.100000381469728,12.93000030517578,13.270000457763672,957800.0,,,,,,,,,,
