Date,Open,High,Low,Close,Volume,"('Adj Close', 'GES')","('Close', 'GES')","('High', 'GES')","('Low', 'GES')","('Open', 'GES')","('Volume', 'GES')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.989999771118164,23.920000076293945,22.799999237060547,23.90999984741211,820200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.5,23.670000076293945,23.170000076293945,23.239999771118164,804200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.51000022888184,22.88999938964844,21.989999771118164,22.709999084472656,1224500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.71999931335449,23.13999938964844,22.71999931335449,23.049999237060547,697400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,23.049999237060547,23.649999618530277,22.90999984741211,23.280000686645508,1476300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.84000015258789,22.90999984741211,22.5,22.780000686645508,861000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.81999969482422,23.100000381469727,22.71999931335449,22.75,556200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.61000061035156,22.989999771118164,22.399999618530277,22.88999938964844,615900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.290000915527344,23.290000915527344,22.59000015258789,22.780000686645508,479100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.530000686645508,22.739999771118164,22.350000381469727,22.729999542236328,560800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.51000022888184,22.75,22.31999969482422,22.3799991607666,913400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.51000022888184,22.530000686645508,22.1200008392334,22.36000061035156,1161000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.420000076293945,22.59000015258789,22.1299991607666,22.559999465942383,599500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.68000030517578,23.11000061035156,22.68000030517578,22.950000762939453,512200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.290000915527344,23.399999618530277,22.649999618530277,22.670000076293945,983100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.950000762939453,22.96999931335449,22.540000915527344,22.549999237060547,616900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.86000061035156,22.979999542236328,22.65999984741211,22.739999771118164,580300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.90999984741211,23.09000015258789,22.75,23.07999992370605,496500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,23.13999938964844,23.209999084472656,22.68000030517578,23.170000076293945,621800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,23.020000457763672,23.5,23.020000457763672,23.36000061035156,540400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,23.239999771118164,23.34000015258789,22.309999465942383,22.34000015258789,1125900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,22.51000022888184,23.209999084472656,22.31999969482422,23.1299991607666,1276700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,22.729999542236328,23.13999938964844,22.56999969482422,22.86000061035156,394100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,22.520000457763672,22.729999542236328,22.440000534057617,22.61000061035156,432100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,22.6200008392334,22.979999542236328,22.43000030517578,22.700000762939453,570400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,22.56999969482422,22.799999237060547,22.34000015258789,22.709999084472656,798400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,22.88999938964844,23.239999771118164,22.690000534057617,23.030000686645508,477600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,22.959999084472656,23.36000061035156,22.88999938964844,23.36000061035156,408700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,23.36000061035156,23.940000534057617,23.36000061035156,23.729999542236328,707400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,23.040000915527344,23.309999465942383,22.63999938964844,23.229999542236328,733900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,23.61000061035156,23.61000061035156,23.149999618530277,23.350000381469727,418800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,23.540000915527344,24.209999084472656,23.5,24.07999992370605,794400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,23.989999771118164,25.13999938964844,23.82999992370605,25.01000022888184,1654600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,24.739999771118164,24.86000061035156,23.770000457763672,23.989999771118164,1482100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,24.739999771118164,25.1299991607666,24.1299991607666,24.670000076293945,1056100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,24.86000061035156,25.15999984741211,24.540000915527344,24.8799991607666,1072600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,24.81999969482422,25.31999969482422,24.739999771118164,24.90999984741211,1194000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,24.88999938964844,25.459999084472656,24.790000915527344,25.309999465942383,1130500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,25.549999237060547,26.1299991607666,25.549999237060547,25.729999542236328,966100.0,,,,,,,,,,
