Date,Open,High,Low,Close,Volume,"('Adj Close', 'BMRC')","('Close', 'BMRC')","('High', 'BMRC')","('Low', 'BMRC')","('Open', 'BMRC')","('Volume', 'BMRC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.780000686645508,22.270000457763672,21.600000381469727,21.899999618530277,40800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.770000457763672,21.899999618530277,21.34000015258789,21.34000015258789,40200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.36000061035156,21.649999618530277,21.350000381469727,21.5,46500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.32999992370605,22.049999237060547,21.290000915527344,21.6299991607666,90500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.5,21.709999084472656,21.06999969482422,21.18000030517578,28100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.040000915527344,21.1299991607666,20.6299991607666,20.700000762939453,35500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.559999465942383,20.63999938964844,20.43000030517578,20.6299991607666,21300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.440000534057617,20.920000076293945,20.209999084472656,20.549999237060547,35900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.68000030517578,21.530000686645508,20.030000686645508,20.36000061035156,34500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.1299991607666,20.3799991607666,20.0,20.1299991607666,31400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.76000022888184,20.15999984741211,19.76000022888184,20.09000015258789,42700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.13999938964844,20.26000022888184,20.0,20.13999938964844,22800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.280000686645508,20.36000061035156,20.030000686645508,20.299999237060547,24700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.549999237060547,20.82999992370605,20.420000076293945,20.790000915527344,36900.0,,,,,,,,,,
