Date,Open,High,Low,Close,Volume,"('Adj Close', 'CBL')","('Close', 'CBL')","('High', 'CBL')","('Low', 'CBL')","('Open', 'CBL')","('Volume', 'CBL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.34000015258789,24.940000534057617,24.34000015258789,24.90999984741211,82300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.920000076293945,25.100000381469727,24.63999938964844,24.739999771118164,81300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.700000762939453,24.905000686645508,24.46999931335449,24.57999992370605,83400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.40999984741211,24.84000015258789,24.40999984741211,24.600000381469727,88400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.670000076293945,25.184999465942383,24.670000076293945,25.020000457763672,105400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.770000457763672,25.18000030517578,24.770000457763672,25.13999938964844,84500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.059999465942383,25.200000762939453,24.920000076293945,25.170000076293945,62400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.100000381469727,25.239999771118164,24.7810001373291,25.059999465942383,69200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.280000686645508,25.280000686645508,24.989999771118164,25.1200008392334,82400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.0,25.0,24.51000022888184,24.770000457763672,74400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.479999542236328,24.84000015258789,24.46999931335449,24.709999084472656,65100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.68000030517578,24.780000686645508,24.479999542236328,24.59000015258789,48600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.709999084472656,24.75,24.31999969482422,24.61000061035156,41900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.690000534057617,24.690000534057617,24.1299991607666,24.270000457763672,70200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.450000762939453,24.46999931335449,23.46999931335449,23.8700008392334,91400.0,,,,,,,,,,
