Date,Open,High,Low,Close,Volume,"('Adj Close', 'OII')","('Close', 'OII')","('High', 'OII')","('Low', 'OII')","('Open', 'OII')","('Volume', 'OII')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.40999984741211,21.59000015258789,20.59000015258789,20.649999618530277,578000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.700000762939453,21.059999465942383,20.489999771118164,20.6200008392334,1019400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.71999931335449,20.790000915527344,20.13999938964844,20.209999084472656,588700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.31999969482422,20.790000915527344,20.31999969482422,20.76000022888184,669500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.229999542236328,20.40999984741211,19.670000076293945,20.40999984741211,705000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.270000457763672,20.270000457763672,19.420000076293945,19.5,677800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.40999984741211,19.46999931335449,18.989999771118164,19.11000061035156,648800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.200000762939453,19.26000022888184,18.950000762939453,19.170000076293945,709600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.770000457763672,19.770000457763672,19.170000076293945,19.700000762939453,677300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.459999084472656,19.59000015258789,19.21999931335449,19.32999992370605,683000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.020000457763672,19.709999084472656,18.950000762939453,19.440000534057617,715500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.540000915527344,20.07999992370605,19.51000022888184,20.030000686645508,625800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.209999084472656,20.26000022888184,19.780000686645508,20.209999084472656,825400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.26000022888184,20.76000022888184,20.21999931335449,20.59000015258789,813900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.68000030517578,20.93000030517578,20.51000022888184,20.68000030517578,713400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.96999931335449,21.059999465942383,20.459999084472656,20.86000061035156,1161400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.209999084472656,21.299999237060547,20.65999984741211,21.25,820400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.36000061035156,21.6200008392334,21.059999465942383,21.51000022888184,429200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.38999938964844,21.59000015258789,21.209999084472656,21.59000015258789,410900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.82999992370605,21.3799991607666,20.229999542236328,21.350000381469727,1080300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.459999084472656,21.459999084472656,20.700000762939453,20.780000686645508,1021000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,20.86000061035156,20.96999931335449,20.489999771118164,20.8700008392334,1269100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.670000076293945,20.770000457763672,20.15999984741211,20.15999984741211,941800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.959999084472656,20.440000534057617,19.76000022888184,20.21999931335449,708400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.31999969482422,20.5,20.18000030517578,20.25,503800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.32999992370605,20.450000762939453,19.770000457763672,20.030000686645508,628400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.07999992370605,20.59000015258789,19.8700008392334,20.489999771118164,576500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,20.479999542236328,20.700000762939453,20.299999237060547,20.6299991607666,569000.0,,,,,,,,,,
