Date,Open,High,Low,Close,Volume,"('Adj Close', 'KE')","('Close', 'KE')","('High', 'KE')","('Low', 'KE')","('Open', 'KE')","('Volume', 'KE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.549999237060547,26.815000534057617,26.149999618530277,26.350000381469727,92500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.15999984741211,26.19499969482422,25.51000022888184,25.530000686645508,73800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.63999938964844,25.70499992370605,25.290000915527344,25.290000915527344,74900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.07999992370605,25.38999938964844,24.920000076293945,25.15999984741211,99400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.270000457763672,25.709999084472656,25.05500030517578,25.440000534057617,58900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.040000915527344,25.46299934387207,24.479999542236328,24.540000915527344,97600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.489999771118164,24.795000076293945,24.3799991607666,24.65999984741211,113500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.65999984741211,24.770000457763672,24.34000015258789,24.56999969482422,110600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,24.96999931335449,25.027000427246094,24.575000762939453,24.6299991607666,93700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,24.36000061035156,24.46500015258789,23.479999542236328,23.6299991607666,128800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,23.309999465942383,23.795000076293945,23.15999984741211,23.43000030517578,103100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,23.68000030517578,23.702999114990234,23.333999633789062,23.520000457763672,49800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.700000762939453,23.739999771118164,23.190000534057617,23.709999084472656,64700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.93000030517578,24.65999984741211,23.93000030517578,24.65999984741211,80100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.059999465942383,25.13999938964844,24.780000686645508,24.799999237060547,151900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.209999084472656,25.209999084472656,24.6200008392334,24.76000022888184,57900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.15999984741211,25.15999984741211,24.649999618530277,25.1200008392334,111300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,25.1200008392334,25.21500015258789,24.32999992370605,24.3799991607666,61400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,24.280000686645508,24.6200008392334,23.84000015258789,24.6200008392334,108700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,24.43000030517578,24.920000076293945,24.43000030517578,24.86000061035156,65800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,24.690000534057617,24.729999542236328,23.770000457763672,23.780000686645508,94100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,23.84000015258789,24.51799964904785,23.84000015258789,24.459999084472656,126700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,24.190000534057617,24.350000381469727,23.86000061035156,23.899999618530277,67400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,23.670000076293945,23.690000534057617,23.21999931335449,23.489999771118164,82300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.5,21.56999969482422,20.0,20.18000030517578,449500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.13999938964844,20.38999938964844,19.86000061035156,19.8799991607666,199400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,19.86000061035156,20.770000457763672,19.690000534057617,20.75,163700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,20.899999618530277,21.315000534057617,20.59499931335449,21.280000686645508,146100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,21.26000022888184,21.983999252319336,21.26000022888184,21.6299991607666,155000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,20.950000762939453,21.0049991607666,19.989999771118164,20.290000915527344,195800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.649999618530277,21.280000686645508,20.540000915527344,21.209999084472656,117000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,21.3700008392334,21.90999984741211,21.040000915527344,21.729999542236328,144000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,21.61000061035156,21.90999984741211,21.489999771118164,21.51000022888184,81600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,21.270000457763672,22.601999282836918,21.270000457763672,22.13999938964844,199600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,21.950000762939453,22.09000015258789,21.649999618530277,22.020000457763672,137900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,22.040000915527344,22.170000076293945,21.729999542236328,21.959999084472656,131400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,21.940000534057617,22.649999618530277,21.708999633789062,22.32999992370605,170100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,22.209999084472656,22.604999542236328,22.104999542236328,22.489999771118164,112100.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,22.65999984741211,22.88999938964844,22.350000381469727,22.40999984741211,157900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,22.170000076293945,22.57999992370605,22.09000015258789,22.1200008392334,134200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,22.489999771118164,22.899999618530277,22.1200008392334,22.51000022888184,784400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,22.459999084472656,22.459999084472656,21.96999931335449,22.25,132600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,22.25,22.325000762939453,21.76000022888184,21.780000686645508,76600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,21.57999992370605,21.88500022888184,21.46999931335449,21.549999237060547,86700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,21.76000022888184,21.76000022888184,21.405000686645508,21.489999771118164,87400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,21.530000686645508,21.63500022888184,21.290000915527344,21.450000762939453,62600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,21.729999542236328,21.959999084472656,21.43000030517578,21.59000015258789,81300.0,,,,,,,,,,
