Date,Open,High,Low,Close,Volume,"('Adj Close', 'STEL')","('Close', 'STEL')","('High', 'STEL')","('Low', 'STEL')","('Open', 'STEL')","('Volume', 'STEL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.38999938964844,28.13999938964844,27.239999771118164,27.43000030517578,148300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,27.46999931335449,27.63999938964844,26.645000457763672,26.8799991607666,208200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,27.040000915527344,27.420000076293945,26.93000030517578,26.950000762939453,159400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.76000022888184,27.399999618530277,26.76000022888184,27.100000381469727,154700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,27.059999465942383,27.290000915527344,26.729999542236328,27.15999984741211,119900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,27.3799991607666,27.3799991607666,26.51000022888184,26.6299991607666,101200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.51000022888184,26.645000457763672,26.26000022888184,26.57999992370605,109100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.270000457763672,26.65999984741211,25.86000061035156,26.3799991607666,128900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,26.790000915527344,26.81999969482422,25.940000534057617,26.229999542236328,120800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.6299991607666,26.09499931335449,25.6299991607666,25.739999771118164,144900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.5,25.895000457763672,25.31999969482422,25.57999992370605,131900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.780000686645508,26.03499984741211,25.549999237060547,25.8700008392334,103400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.030000686645508,26.43000030517578,25.700000762939453,26.34000015258789,269100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.65999984741211,27.07999992370605,26.65999984741211,27.0,156500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,27.350000381469727,27.350000381469727,26.46999931335449,26.520000457763672,101900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.790000915527344,27.11000061035156,26.479999542236328,26.63999938964844,137100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.0,27.100000381469727,26.190000534057617,26.540000915527344,202600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,26.459999084472656,27.489999771118164,26.45499992370605,26.600000381469727,137900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.739999771118164,26.920000076293945,26.440000534057617,26.8700008392334,143900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.670000076293945,26.934999465942383,26.32999992370605,26.38999938964844,137000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.90999984741211,26.011999130249023,25.030000686645508,25.030000686645508,240400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.18000030517578,25.559999465942383,24.190000534057617,24.899999618530277,165400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,24.270000457763672,25.06999969482422,24.270000457763672,24.600000381469727,171500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,24.61000061035156,24.61000061035156,23.96999931335449,24.26000022888184,114800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.25,24.549999237060547,23.86000061035156,24.1200008392334,173500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,24.200000762939453,24.200000762939453,23.25,24.01000022888184,173300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,23.940000534057617,24.25,23.790000915527344,24.190000534057617,158700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,24.229999542236328,24.559999465942383,23.75,24.459999084472656,153100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,24.479999542236328,25.225000381469727,24.479999542236328,24.90999984741211,143000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,23.920000076293945,24.290000915527344,23.59000015258789,24.0,276400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,24.299999237060547,24.770000457763672,23.850000381469727,24.709999084472656,247400.0,,,,,,,,,,
