Date,Open,High,Low,Close,Volume,"('Adj Close', 'WINA')","('Close', 'WINA')","('High', 'WINA')","('Low', 'WINA')","('Open', 'WINA')","('Volume', 'WINA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,414.3800048828125,417.5,407.3299865722656,407.9400024414063,20300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,407.4100036621094,407.4100036621094,391.3200073242188,391.3200073242188,35000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,392.8800048828125,397.2900085449219,390.2699890136719,390.2699890136719,27800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,387.0199890136719,389.8699951171875,373.5199890136719,373.5199890136719,19700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,373.2000122070313,384.3900146484375,371.8200073242188,382.9700012207031,51400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,380.7699890136719,380.8999938964844,377.0,379.7099914550781,22400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,381.5299987792969,391.1000061035156,381.5299987792969,391.1000061035156,25900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,387.3699951171875,387.3699951171875,371.010009765625,371.010009765625,19500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,372.760009765625,373.010009765625,363.7000122070313,365.9800109863281,24600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,362.2000122070313,365.8399963378906,356.0400085449219,358.25,21400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,355.0,365.010009765625,355.0,360.19000244140625,35300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,363.3599853515625,363.3599853515625,352.0,353.0,29700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,355.0,356.739990234375,351.7799987792969,356.44000244140625,27000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,355.3999938964844,362.2099914550781,355.3999938964844,360.3999938964844,22700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,363.6199951171875,363.6199951171875,350.0299987792969,350.3699951171875,22500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,355.7099914550781,355.7099914550781,343.5199890136719,343.7200012207031,13800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,346.8999938964844,349.1000061035156,344.010009765625,347.1600036621094,28400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,349.79998779296875,350.0,345.0,347.69000244140625,33200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,348.8099975585937,364.4500122070313,348.8099975585937,363.8800048828125,20700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,364.0,374.8299865722656,363.6799926757813,371.8800048828125,17700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,368.6300048828125,375.7300109863281,360.6499938964844,360.6700134277344,39100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,364.8500061035156,379.05999755859375,359.69000244140625,373.1700134277344,19800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,370.55999755859375,376.3900146484375,364.5400085449219,365.739990234375,33200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,365.739990234375,371.7999877929688,361.6799926757813,365.8599853515625,27200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,366.05999755859375,373.4700012207031,366.05999755859375,370.75,23400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,374.2799987792969,374.2799987792969,366.4700012207031,366.6400146484375,18100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,372.0,377.3800048828125,370.1099853515625,377.3800048828125,14900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,375.2099914550781,379.8699951171875,373.5199890136719,379.8699951171875,21400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,380.0,388.4200134277344,380.0,382.0199890136719,20500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,372.0400085449219,377.5400085449219,372.0400085449219,373.6199951171875,34100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,380.010009765625,389.4100036621094,377.3500061035156,389.4100036621094,26000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,388.5,397.9599914550781,387.0199890136719,395.9700012207031,15700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,397.9599914550781,398.9500122070313,392.739990234375,398.1799926757813,24000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,396.5299987792969,400.5199890136719,396.5299987792969,400.1799926757813,24800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,394.7300109863281,406.7999877929688,393.2000122070313,393.5199890136719,43600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,392.1900024414063,398.0799865722656,384.6400146484375,391.760009765625,56700.0,,,,,,,,,,
