Date,Open,High,Low,Close,Volume,"('Adj Close', 'GH')","('Close', 'GH')","('High', 'GH')","('Low', 'GH')","('Open', 'GH')","('Volume', 'GH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.6299991607666,27.38999938964844,26.32999992370605,26.51000022888184,1120000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.420000076293945,26.420000076293945,25.13999938964844,25.3799991607666,1295500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.3799991607666,25.549999237060547,24.950000762939453,25.18000030517578,1892100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.790000915527344,26.06999969482422,24.530000686645508,25.780000686645508,1105500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.549999237060547,27.030000686645508,25.100000381469727,26.90999984741211,1465300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.739999771118164,27.61000061035156,26.020000457763672,26.040000915527344,1191600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.040000915527344,26.420000076293945,25.8799991607666,26.21999931335449,1163100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.81999969482422,26.030000686645508,24.59000015258789,24.93000030517578,1256700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.18000030517578,25.65999984741211,23.93000030517578,24.200000762939453,1534000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.799999237060547,23.799999237060547,23.049999237060547,23.549999237060547,1541500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,23.030000686645508,23.71999931335449,23.0,23.600000381469727,1662300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,23.6200008392334,23.82999992370605,22.799999237060547,23.690000534057617,1631100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.670000076293945,23.950000762939453,22.96999931335449,23.209999084472656,1458600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.3700008392334,24.350000381469727,22.96999931335449,23.21999931335449,2013900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.770000457763672,23.96999931335449,22.75,22.93000030517578,2633300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.21999931335449,23.399999618530277,22.1299991607666,22.540000915527344,2452600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.88999938964844,23.549999237060547,22.420000076293945,22.6200008392334,1227500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.96999931335449,23.299999237060547,22.31999969482422,23.100000381469727,1308900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,23.0,24.020000457763672,22.799999237060547,24.01000022888184,1032800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,23.8700008392334,23.979999542236328,22.25,22.26000022888184,2333700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.26000022888184,22.920000076293945,21.75,21.93000030517578,1996800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,22.01000022888184,22.21999931335449,21.559999465942383,21.93000030517578,2880900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,21.700000762939453,22.420000076293945,21.190000534057617,22.190000534057617,1501400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,21.65999984741211,21.979999542236328,21.270000457763672,21.290000915527344,1631000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,21.200000762939453,22.559999465942383,20.899999618530277,22.530000686645508,1328800.0,,,,,,,,,,
