Date,Open,High,Low,Close,Volume,"('Adj Close', 'CC')","('Close', 'CC')","('High', 'CC')","('Low', 'CC')","('Open', 'CC')","('Volume', 'CC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,31.200000762939453,32.70000076293945,31.030000686645508,31.780000686645508,1280600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,31.190000534057617,31.32999992370605,30.309999465942383,30.950000762939453,1439600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.899999618530277,31.18000030517578,30.40999984741211,30.6299991607666,882700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.46999931335449,32.04999923706055,30.46999931335449,31.280000686645508,2168900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,31.049999237060547,31.600000381469727,30.76000022888184,31.36000061035156,755800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,30.780000686645508,30.979999542236328,30.350000381469727,30.709999084472656,1065600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,30.559999465942383,30.790000915527344,30.274999618530277,30.459999084472656,654400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,30.350000381469727,30.479999542236328,29.950000762939453,30.21999931335449,735700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,30.68000030517578,30.799999237060547,30.049999237060547,30.190000534057617,612500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,29.81999969482422,30.0,29.350000381469727,29.59000015258789,960100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.06999969482422,29.07099914550781,28.565000534057617,28.82999992370605,914200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.979999542236328,29.520000457763672,28.63999938964844,29.350000381469727,1024200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.25,29.26000022888184,28.520000457763672,29.21999931335449,817500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.13999938964844,30.020000457763672,28.979999542236328,29.76000022888184,1067400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,30.43000030517578,32.189998626708984,30.1299991607666,32.16999816894531,2477200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,32.310001373291016,32.47999954223633,31.200000762939453,31.26000022888184,1343600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,31.690000534057617,31.790000915527344,31.0049991607666,31.690000534057617,722800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,32.0,32.25,31.170000076293945,31.290000915527344,1052200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,31.25,31.399999618530277,30.76000022888184,31.31999969482422,761400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,31.0,31.3799991607666,30.950000762939453,31.020000457763672,1204700.0,,,,,,,,,,
