Date,Open,High,Low,Close,Volume,"('Adj Close', 'BEN')","('Close', 'BEN')","('High', 'BEN')","('Low', 'BEN')","('Open', 'BEN')","('Volume', 'BEN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.209999084472656,29.40999984741211,29.0,29.290000915527344,3657700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.0,29.0,28.26000022888184,28.270000457763672,3577900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.26000022888184,28.790000915527344,28.200000762939453,28.46999931335449,2725500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.270000457763672,29.09000015258789,28.200000762939453,28.8799991607666,3083000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.979999542236328,29.32999992370605,28.690000534057617,29.32999992370605,2775300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.100000381469727,29.40999984741211,29.040000915527344,29.1200008392334,3211200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.200000762939453,29.399999618530277,28.96999931335449,29.07999992370605,3491500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.809999465942383,29.049999237060547,28.450000762939453,28.799999237060547,5964800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.940000534057617,29.1299991607666,28.25,28.399999618530277,3449600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.11000061035156,28.11000061035156,27.61000061035156,27.84000015258789,3981200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.350000381469727,27.729999542236328,27.190000534057617,27.3700008392334,2914400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,27.559999465942383,27.559999465942383,26.959999084472656,27.459999084472656,2407500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.600000381469727,27.940000534057617,27.270000457763672,27.93000030517578,3397400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.09000015258789,28.450000762939453,28.0,28.32999992370605,3644400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.420000076293945,28.43000030517578,27.200000762939453,27.25,5172300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,27.57999992370605,27.57999992370605,26.8700008392334,26.8799991607666,4063200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.1299991607666,27.5,26.88999938964844,27.479999542236328,4183100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,27.520000457763672,27.6299991607666,27.34000015258789,27.59000015258789,5037000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.1200008392334,28.1299991607666,26.799999237060547,27.51000022888184,9094300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,27.26000022888184,27.3700008392334,26.93000030517578,27.1299991607666,4879700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,26.90999984741211,27.32999992370605,26.600000381469727,26.6299991607666,5663400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,26.75,27.049999237060547,26.239999771118164,27.049999237060547,3641700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.63999938964844,27.11000061035156,26.489999771118164,26.90999984741211,2737800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.56999969482422,26.61000061035156,26.200000762939453,26.32999992370605,3257800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,26.25,26.6299991607666,26.25,26.6299991607666,2423400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.68000030517578,26.90999984741211,26.21999931335449,26.71999931335449,2646100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,26.770000457763672,26.93000030517578,26.479999542236328,26.82999992370605,2301400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,26.8700008392334,27.1299991607666,26.57999992370605,27.100000381469727,2687800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,27.11000061035156,28.51000022888184,27.100000381469727,28.11000061035156,4671400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,27.299999237060547,27.32999992370605,26.06999969482422,26.309999465942383,5787200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,26.65999984741211,26.88999938964844,26.450000762939453,26.770000457763672,3265500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,26.989999771118164,27.440000534057617,26.920000076293945,27.3700008392334,2825700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,27.06999969482422,27.399999618530277,26.920000076293945,27.270000457763672,2635700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,26.920000076293945,27.31999969482422,26.81999969482422,27.100000381469727,2395500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,26.940000534057617,27.09000015258789,26.790000915527344,27.059999465942383,1626300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,27.21999931335449,27.34000015258789,27.030000686645508,27.1200008392334,1793400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,27.149999618530277,27.31999969482422,26.989999771118164,27.01000022888184,2319000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,26.84000015258789,27.1200008392334,26.549999237060547,26.729999542236328,2539600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,26.799999237060547,27.13999938964844,26.76000022888184,27.09000015258789,2285800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,26.86000061035156,27.270000457763672,26.84000015258789,27.01000022888184,2518400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,27.26000022888184,27.61000061035156,27.149999618530277,27.450000762939453,3868900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,27.40999984741211,27.559999465942383,27.149999618530277,27.420000076293945,2760900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,27.520000457763672,28.1200008392334,27.5,27.729999542236328,2006100.0,,,,,,,,,,
