Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMTB')","('Close', 'AMTB')","('High', 'AMTB')","('Low', 'AMTB')","('Open', 'AMTB')","('Volume', 'AMTB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.43000030517578,25.200000762939453,24.43000030517578,24.8700008392334,112800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.76000022888184,24.770000457763672,24.149999618530277,24.290000915527344,74400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.399999618530277,24.65999984741211,24.200000762939453,24.239999771118164,49500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,23.950000762939453,24.649999618530277,23.950000762939453,24.34000015258789,143100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.3799991607666,24.520000457763672,23.959999084472656,24.270000457763672,73200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.309999465942383,24.309999465942383,23.5,23.81999969482422,47800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.670000076293945,23.940000534057617,23.5,23.920000076293945,34600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.6299991607666,23.790000915527344,23.149999618530277,23.450000762939453,74700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.81999969482422,23.81999969482422,23.01000022888184,23.200000762939453,65100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.940000534057617,23.170000076293945,22.489999771118164,22.739999771118164,99100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.209999084472656,22.979999542236328,22.190000534057617,22.540000915527344,71900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.780000686645508,23.020000457763672,22.34000015258789,22.540000915527344,60100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.76000022888184,23.280000686645508,22.40999984741211,23.25,82900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.549999237060547,24.100000381469727,23.299999237060547,24.01000022888184,71200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.270000457763672,24.270000457763672,23.729999542236328,23.88999938964844,75900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,24.13999938964844,24.399999618530277,23.8700008392334,24.170000076293945,74700.0,,,,,,,,,,
