Date,Open,High,Low,Close,Volume,"('Adj Close', 'PFC')","('Close', 'PFC')","('High', 'PFC')","('Low', 'PFC')","('Open', 'PFC')","('Volume', 'PFC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,23.88999938964844,24.5,23.770000457763672,24.149999618530277,106000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.96999931335449,24.0,23.280000686645508,23.34000015258789,119100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,23.459999084472656,23.770000457763672,23.149999618530277,23.51000022888184,107000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,23.270000457763672,23.809999465942383,23.15999984741211,23.440000534057617,222000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,23.459999084472656,23.559999465942383,23.15999984741211,23.459999084472656,78900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,23.190000534057617,23.190000534057617,22.899999618530277,23.020000457763672,74800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.0,23.270000457763672,22.790000915527344,23.26000022888184,64100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.149999618530277,23.309999465942383,22.51000022888184,22.81999969482422,89000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.1200008392334,23.229999542236328,22.38999938964844,22.6200008392334,79500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.31999969482422,22.440000534057617,22.13999938964844,22.229999542236328,103500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.81999969482422,22.32999992370605,21.81999969482422,22.229999542236328,60100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.36000061035156,22.5,22.18000030517578,22.43000030517578,93600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.56999969482422,22.850000381469727,22.11000061035156,22.850000381469727,117700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.1200008392334,23.780000686645508,23.1200008392334,23.770000457763672,185900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.0,24.0,23.209999084472656,23.309999465942383,116200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.75,22.75,21.479999542236328,21.709999084472656,158000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.96999931335449,22.149999618530277,21.280000686645508,22.040000915527344,201500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.209999084472656,22.420000076293945,21.799999237060547,22.170000076293945,122200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.21999931335449,22.3700008392334,21.959999084472656,22.18000030517578,150700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,22.1200008392334,22.309999465942383,21.88999938964844,22.11000061035156,113400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.670000076293945,21.90999984741211,20.850000381469727,20.88999938964844,323800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.1299991607666,21.21999931335449,20.01000022888184,20.770000457763672,143800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.3799991607666,20.940000534057617,20.209999084472656,20.770000457763672,158900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.51000022888184,20.600000381469727,20.11000061035156,20.280000686645508,130400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,20.26000022888184,20.56999969482422,19.959999084472656,20.100000381469727,90500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,20.11000061035156,20.11000061035156,19.209999084472656,19.780000686645508,107400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,19.46999931335449,19.850000381469727,19.3799991607666,19.850000381469727,122400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,19.8799991607666,20.209999084472656,19.59000015258789,20.190000534057617,213600.0,,,,,,,,,,
