Date,Open,High,Low,Close,Volume,"('Adj Close', 'INFA')","('Close', 'INFA')","('High', 'INFA')","('Low', 'INFA')","('Open', 'INFA')","('Volume', 'INFA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,27.86000061035156,28.1200008392334,26.795000076293945,26.950000762939453,924900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.6299991607666,26.649999618530277,25.739999771118164,25.899999618530277,701600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.940000534057617,26.56999969482422,25.739999771118164,26.3799991607666,633800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.25,26.65999984741211,26.25,26.520000457763672,550800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,26.790000915527344,27.274999618530277,26.625,27.149999618530277,807500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,26.979999542236328,27.88999938964844,26.979999542236328,27.8700008392334,850300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.920000076293945,28.549999237060547,27.905000686645508,28.40999984741211,835300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.40999984741211,28.920000076293945,28.200000762939453,28.75,773600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.799999237060547,29.209999084472656,28.63999938964844,29.06999969482422,666300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.84000015258789,29.09000015258789,28.48500061035156,29.07999992370605,562200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,28.690000534057617,29.0,28.190000534057617,28.950000762939453,543500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.43000030517578,29.799999237060547,28.57999992370605,29.030000686645508,632700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.440000534057617,30.350000381469727,29.0,30.290000915527344,992000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,30.770000457763672,31.649999618530277,30.549999237060547,30.899999618530277,1397500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,30.940000534057617,30.950000762939453,29.90999984741211,30.15999984741211,805700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.56999969482422,30.584999084472656,29.6299991607666,29.809999465942383,580200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,30.06999969482422,30.25,29.51000022888184,29.979999542236328,539600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,29.93000030517578,30.57999992370605,29.709999084472656,30.1200008392334,606200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,30.25,30.86000061035156,30.20499992370605,30.75,521800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,30.709999084472656,30.989999771118164,30.1200008392334,30.46999931335449,736900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,30.3799991607666,30.63999938964844,29.770000457763672,30.0,728900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,30.21999931335449,30.979999542236328,29.84000015258789,30.899999618530277,679900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,30.690000534057617,31.43000030517578,30.0,31.0,2995200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,31.020000457763672,31.239999771118164,30.200000762939453,30.25,1207200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,30.299999237060547,30.65999984741211,29.711000442504883,30.030000686645508,457700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,30.26000022888184,30.61000061035156,29.8799991607666,30.200000762939453,576000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,30.34000015258789,31.149999618530277,30.21999931335449,31.1200008392334,549300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,31.1200008392334,31.65999984741211,30.0,31.1200008392334,2848600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,31.13999938964844,31.899999618530277,30.75,31.290000915527344,4963600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,30.34000015258789,30.489999771118164,29.030000686645508,29.51000022888184,1722000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,29.959999084472656,30.479999542236328,29.729999542236328,30.1299991607666,2271400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,35.56999969482422,36.0,33.099998474121094,33.970001220703125,4700100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,34.81999969482422,34.90999984741211,33.75,34.09000015258789,1937500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,32.52000045776367,32.880001068115234,31.40999984741211,32.15999984741211,2758400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,31.3799991607666,32.02000045776367,31.0,31.86000061035156,1028500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,32.63999938964844,33.279998779296875,32.290000915527344,32.599998474121094,1524100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,32.72999954223633,32.95000076293945,31.93000030517578,32.34000015258789,1150300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,32.529998779296875,32.86000061035156,32.22999954223633,32.27000045776367,804000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,32.4900016784668,33.25,32.18000030517578,32.79999923706055,1346200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,32.560001373291016,32.630001068115234,32.099998474121094,32.310001373291016,682800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,32.4900016784668,32.79999923706055,32.2599983215332,32.58000183105469,1233000.0,,,,,,,,,,
