Date,Open,High,Low,Close,Volume,"('Adj Close', 'PUBM')","('Close', 'PUBM')","('High', 'PUBM')","('Low', 'PUBM')","('Open', 'PUBM')","('Volume', 'PUBM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,16.200000762939453,16.219999313354492,15.90999984741211,16.020000457763672,311400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,15.84000015258789,15.84000015258789,15.25,15.479999542236328,367000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,15.470000267028809,15.470000267028809,15.050000190734863,15.06999969482422,283300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.93000030517578,15.229999542236328,14.81999969482422,14.859999656677246,428300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.899999618530272,15.364999771118164,14.895999908447266,15.329999923706056,348300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.050000190734863,15.25,14.970000267028809,15.0,250800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.979999542236328,15.15999984741211,14.81999969482422,15.050000190734863,255400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,15.020000457763672,15.173999786376951,14.79300022125244,15.020000457763672,231600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,15.119999885559082,15.31999969482422,14.9399995803833,14.949999809265137,284900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.670000076293944,14.869999885559082,14.15999984741211,14.210000038146973,430800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.0,14.289999961853027,13.859999656677246,14.270000457763672,506300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,14.479999542236328,14.710000038146973,14.350000381469728,14.65999984741211,289800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.800000190734863,14.90999984741211,14.600000381469728,14.890000343322754,233700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,14.979999542236328,15.239999771118164,14.880000114440918,15.06999969482422,442300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,15.130000114440918,15.350000381469728,14.979999542236328,15.010000228881836,241100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.800000190734863,15.06999969482422,14.59000015258789,14.729999542236328,601300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,14.729999542236328,15.529999732971191,14.720000267028809,15.529999732971191,482600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,15.600000381469728,15.75,15.300000190734863,15.380000114440918,212800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,15.380000114440918,16.09000015258789,15.369999885559082,16.06999969482422,244600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,15.960000038146973,16.040000915527344,15.539999961853027,15.760000228881836,286100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,15.520000457763672,15.800000190734863,15.149999618530272,15.18000030517578,276300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.350000381469728,15.43000030517578,14.949999809265137,15.0,277200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,15.06999969482422,15.399999618530272,14.81999969482422,15.220000267028809,263200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,15.0,15.0600004196167,14.760000228881836,14.8100004196167,243800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,14.8100004196167,15.369999885559082,14.760000228881836,15.34000015258789,217300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.3100004196167,15.420000076293944,15.0600004196167,15.300000190734863,197500.0,,,,,,,,,,
