Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATRC')","('Close', 'ATRC')","('High', 'ATRC')","('Low', 'ATRC')","('Open', 'ATRC')","('Volume', 'ATRC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,35.40999984741211,36.34000015258789,34.939998626708984,35.31999969482422,406200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,35.06999969482422,35.099998474121094,33.13999938964844,33.70000076293945,599300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.77000045776367,33.77000045776367,32.40999984741211,32.880001068115234,561100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.52000045776367,33.310001373291016,32.16999816894531,33.029998779296875,356000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,35.790000915527344,36.130001068115234,33.599998474121094,35.029998779296875,953900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,34.22999954223633,35.61000061035156,33.880001068115234,34.13999938964844,547400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,34.189998626708984,35.4900016784668,34.130001068115234,35.349998474121094,479800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,35.13999938964844,35.52000045776367,34.369998931884766,34.97999954223633,543300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,35.459999084472656,35.810001373291016,34.650001525878906,34.9900016784668,400700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,34.47999954223633,34.939998626708984,33.72999954223633,33.90999984741211,698500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,33.34000015258789,33.59000015258789,32.599998474121094,33.40999984741211,518800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.61000061035156,33.61000061035156,32.439998626708984,33.0,353200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.119998931884766,33.619998931884766,32.29999923706055,33.52000045776367,352800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,34.279998779296875,34.970001220703125,33.84000015258789,34.279998779296875,492900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.77000045776367,35.47999954223633,33.619998931884766,34.0,853500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.40999984741211,34.439998626708984,33.5,33.58000183105469,356800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,34.22999954223633,34.22999954223633,33.11000061035156,33.5,325400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.790000915527344,34.06999969482422,32.869998931884766,33.25,441200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.130001068115234,34.59000015258789,33.060001373291016,34.20000076293945,526500.0,,,,,,,,,,
