Date,Open,High,Low,Close,Volume,"('Adj Close', 'MGY')","('Close', 'MGY')","('High', 'MGY')","('Low', 'MGY')","('Open', 'MGY')","('Volume', 'MGY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.420000076293945,21.88999938964844,21.31999969482422,21.489999771118164,2019400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.479999542236328,21.93000030517578,21.290000915527344,21.739999771118164,2047800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.780000686645508,21.8799991607666,20.875,20.899999618530277,1917600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.01000022888184,21.1200008392334,20.75,21.030000686645508,1683100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.59000015258789,20.940000534057617,20.415000915527344,20.899999618530277,1963800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.899999618530277,20.899999618530277,20.32999992370605,20.56999969482422,1615000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.600000381469727,20.600000381469727,20.07999992370605,20.26000022888184,2076000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.36000061035156,20.399999618530277,20.024999618530277,20.15999984741211,1842500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.61000061035156,20.63999938964844,20.290000915527344,20.399999618530277,2730600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.26000022888184,20.299999237060547,19.780000686645508,19.86000061035156,2549800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.59499931335449,19.790000915527344,19.459999084472656,19.600000381469727,2438000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.6299991607666,19.670000076293945,19.36000061035156,19.59000015258789,2036900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.549999237060547,19.61000061035156,19.15999984741211,19.61000061035156,2397300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.549999237060547,19.93000030517578,19.40999984741211,19.780000686645508,1900900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.790000915527344,20.049999237060547,19.709999084472656,19.82999992370605,2057600.0,,,,,,,,,,
