Date,Open,High,Low,Close,Volume,"('Adj Close', 'INTG')","('Close', 'INTG')","('High', 'INTG')","('Low', 'INTG')","('Open', 'INTG')","('Volume', 'INTG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.76000022888184,19.790000915527344,19.76000022888184,19.790000915527344,300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.020000457763672,21.280000686645508,18.020000457763672,20.31999969482422,2600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.790000915527344,22.600000381469727,19.600000381469727,20.59000015258789,4400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.770000457763672,21.770000457763672,21.75,21.770000457763672,500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.1299991607666,22.299999237060547,19.700000762939453,21.8799991607666,4200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.51000022888184,23.799999237060547,22.0,23.600000381469727,6400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.549999237060547,24.700000762939453,23.549999237060547,24.700000762939453,1100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.799999237060547,25.979999542236328,22.799999237060547,25.0,1800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,26.68000030517578,26.68000030517578,24.229999542236328,24.979999542236328,6700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,24.950000762939453,24.950000762939453,24.0,24.200000762939453,6900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,23.989999771118164,24.59000015258789,23.5,24.59000015258789,6400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.299999237060547,24.299999237060547,24.299999237060547,24.299999237060547,700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.399999618530277,25.13999938964844,23.399999618530277,25.13999938964844,1700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.1200008392334,25.1200008392334,24.479999542236328,25.0,1600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.0,25.190000534057617,24.34000015258789,24.899999618530277,8100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.88999938964844,25.88999938964844,23.43000030517578,23.43000030517578,11900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,23.450000762939453,24.5,23.450000762939453,24.5,400.0,,,,,,,,,,
