Date,Open,High,Low,Close,Volume,"('Adj Close', 'HFWA')","('Close', 'HFWA')","('High', 'HFWA')","('Low', 'HFWA')","('Open', 'HFWA')","('Volume', 'HFWA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.290000915527344,21.670000076293945,21.040000915527344,21.149999618530277,167600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,21.100000381469727,21.100000381469727,20.459999084472656,20.5,148700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.56999969482422,20.76000022888184,20.40999984741211,20.459999084472656,125400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.420000076293945,20.76000022888184,20.3799991607666,20.6299991607666,200500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.51000022888184,20.700000762939453,20.309999465942383,20.57999992370605,118100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.3700008392334,20.459999084472656,20.149999618530277,20.229999542236328,96300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.1200008392334,20.25,19.940000534057617,20.25,104900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,20.100000381469727,20.239999771118164,19.76000022888184,20.229999542236328,392100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.420000076293945,20.540000915527344,20.07999992370605,20.299999237060547,122500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.950000762939453,20.530000686645508,19.229999542236328,20.15999984741211,165100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.11000061035156,20.36000061035156,19.959999084472656,20.299999237060547,209100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.36000061035156,20.51000022888184,20.1299991607666,20.309999465942383,139000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.46999931335449,20.56999969482422,20.1200008392334,20.5,116100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.670000076293945,20.940000534057617,20.540000915527344,20.920000076293945,158800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.040000915527344,21.26000022888184,20.559999465942383,20.61000061035156,111600.0,,,,,,,,,,
