Date,Open,High,Low,Close,Volume,"('Adj Close', 'ACMR')","('Close', 'ACMR')","('High', 'ACMR')","('Low', 'ACMR')","('Open', 'ACMR')","('Volume', 'ACMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.059999465942383,19.1299991607666,18.43000030517578,18.670000076293945,599800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.149999618530277,18.18600082397461,17.329999923706055,17.65999984741211,1325000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,17.420000076293945,17.579999923706055,16.989999771118164,17.0,658500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,16.889999389648438,17.260000228881836,16.65999984741211,16.959999084472656,744800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,17.100000381469727,17.274999618530273,16.920000076293945,17.030000686645508,765700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.860000610351562,19.559999465942383,16.700000762939453,19.420000076293945,2571900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.709999084472656,21.229999542236328,19.649999618530277,21.149999618530277,2581100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.25,21.36000061035156,20.170000076293945,20.5,1453100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.5,22.239999771118164,20.489999771118164,21.809999465942383,1512100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,21.299999237060547,21.34000015258789,19.93000030517578,20.559999465942383,2101400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.030000686645508,20.075000762939453,19.1299991607666,19.88999938964844,1265700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.01000022888184,20.459999084472656,19.450000762939453,19.899999618530277,1423200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.270000457763672,20.540000915527344,19.725000381469727,20.459999084472656,1064300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.17300033569336,22.46999931335449,20.850000381469727,21.649999618530277,1792200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.5,22.309999465942383,20.875,21.0,1615400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.700000762939453,21.739999771118164,20.51000022888184,20.6200008392334,1559300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.38999938964844,21.184999465942383,20.1200008392334,20.25,1068800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.81999969482422,19.87800025939941,18.739999771118164,18.979999542236328,1421700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.01000022888184,19.01000022888184,18.520000457763672,18.790000915527344,1021100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.56999969482422,18.809999465942383,17.600000381469727,18.010000228881836,1222200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,17.760000228881836,18.0,17.170000076293945,17.219999313354492,1178300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,17.479999542236328,17.56999969482422,16.56999969482422,16.989999771118164,1144500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,16.799999237060547,16.8700008392334,16.170000076293945,16.239999771118164,1270300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,16.0,16.100000381469727,15.699999809265137,15.84000015258789,1032900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,16.329999923706055,16.799999237060547,16.25,16.479999542236328,1273500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,16.399999618530273,16.530000686645508,16.110000610351562,16.290000915527344,923200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,16.420000076293945,17.469999313354492,16.34000015258789,16.969999313354492,1079400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,17.200000762939453,18.350000381469727,17.200000762939453,18.32999992370605,1195500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,18.690000534057617,19.8700008392334,18.51000022888184,19.229999542236328,1743200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,18.020000457763672,18.709999084472656,17.549999237060547,18.3799991607666,1170300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,18.770000457763672,19.856000900268555,18.770000457763672,19.780000686645508,1115300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,20.030000686645508,20.170000076293945,19.600000381469727,19.96999931335449,1248900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,20.0,20.333999633789062,19.461000442504883,19.57999992370605,935000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,19.0,19.25,17.81800079345703,18.34000015258789,1270200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,17.969999313354492,19.15999984741211,17.950000762939453,19.1299991607666,1079900.0,,,,,,,,,,
