Date,Open,High,Low,Close,Volume,"('Adj Close', 'DOC')","('Close', 'DOC')","('High', 'DOC')","('Low', 'DOC')","('Open', 'DOC')","('Volume', 'DOC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.790000915527344,20.21999931335449,19.549999237060547,20.030000686645508,3662700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.739999771118164,19.850000381469727,19.3700008392334,19.57999992370605,3070100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.57999992370605,19.81999969482422,19.450000762939453,19.65999984741211,3727900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.459999084472656,19.950000762939453,19.290000915527344,19.6299991607666,5470400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.530000686645508,20.11000061035156,19.450000762939453,19.979999542236328,4316700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.75,19.899999618530277,19.559999465942383,19.899999618530277,4192800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.950000762939453,20.13999938964844,19.770000457763672,19.96999931335449,5151300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.959999084472656,20.299999237060547,19.809999465942383,20.290000915527344,8259600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.61000061035156,20.8700008392334,20.520000457763672,20.84000015258789,6812900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.729999542236328,20.84000015258789,20.40999984741211,20.729999542236328,7463800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.280000686645508,20.649999618530277,19.729999542236328,20.040000915527344,4727600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.1200008392334,20.1299991607666,19.420000076293945,19.600000381469727,5195800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.709999084472656,19.88999938964844,19.32999992370605,19.75,4598200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.81999969482422,20.020000457763672,19.59000015258789,19.709999084472656,4953100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.84000015258789,19.90999984741211,19.26000022888184,19.3700008392334,4420800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.76000022888184,19.76000022888184,19.100000381469727,19.1299991607666,4534600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,19.46999931335449,19.540000915527344,19.13999938964844,19.36000061035156,5071600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.459999084472656,19.59000015258789,19.26000022888184,19.420000076293945,3230800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.3700008392334,19.38999938964844,18.96999931335449,19.21999931335449,5757400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,19.01000022888184,19.09000015258789,18.61000061035156,18.6200008392334,7506700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,18.75,18.88999938964844,18.299999237060547,18.5,12125600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,18.43000030517578,18.82999992370605,18.190000534057617,18.81999969482422,5702600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,18.450000762939453,18.489999771118164,18.040000915527344,18.309999465942383,6221400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,17.989999771118164,18.010000228881836,17.75,17.809999465942383,5515300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,17.81999969482422,18.18000030517578,17.690000534057617,18.07999992370605,5344800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,18.049999237060547,18.15999984741211,17.829999923706055,17.8700008392334,4954700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,17.829999923706055,18.1200008392334,17.780000686645508,17.989999771118164,6993900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,17.639999389648438,17.81999969482422,17.059999465942383,17.34000015258789,13320400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,17.450000762939453,17.739999771118164,17.3700008392334,17.540000915527344,6339000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,16.729999542236328,16.84000015258789,16.3799991607666,16.780000686645508,8617200.0,,,,,,,,,,
