Date,Open,High,Low,Close,Volume,"('Adj Close', 'RYI')","('Close', 'RYI')","('High', 'RYI')","('Low', 'RYI')","('Open', 'RYI')","('Volume', 'RYI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.20000076293945,35.185001373291016,33.54999923706055,33.939998626708984,248900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,33.63999938964844,34.0099983215332,33.130001068115234,33.369998931884766,172300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.47999954223633,33.65999984741211,32.880001068115234,32.900001525878906,129200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,32.54999923706055,33.150001525878906,32.35599899291992,32.84000015258789,163300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,32.810001373291016,33.310001373291016,31.96999931335449,33.290000915527344,204000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.83000183105469,32.97999954223633,31.96999931335449,32.060001373291016,126600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,31.82999992370605,32.41999816894531,31.489999771118164,32.38999938964844,160200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.290000915527344,32.68899917602539,32.02000045776367,32.310001373291016,169400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.56999969482422,32.959999084472656,31.739999771118164,32.16999816894531,126000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.22999954223633,32.6349983215332,32.029998779296875,32.45000076293945,199400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.81999969482422,32.31999969482422,31.7450008392334,31.96999931335449,126100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.2599983215332,32.68000030517578,32.03499984741211,32.65999984741211,183000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.900001525878906,32.900001525878906,31.79199981689453,32.150001525878906,125900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.279998779296875,33.52000045776367,32.279998779296875,33.5099983215332,249900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.970001220703125,34.16999816894531,33.349998474121094,33.59000015258789,206800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.029998779296875,34.097999572753906,33.29999923706055,33.400001525878906,141700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,33.7400016784668,34.380001068115234,33.470001220703125,33.97999954223633,229600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,34.13999938964844,34.349998474121094,33.55400085449219,34.02000045776367,136000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,34.08000183105469,34.72999954223633,33.650001525878906,34.689998626708984,151300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,34.33000183105469,35.029998779296875,34.27000045776367,34.88999938964844,158500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,34.93000030517578,35.38999938964844,34.279998779296875,34.31999969482422,297600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,34.689998626708984,34.849998474121094,34.08000183105469,34.779998779296875,174100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,34.400001525878906,34.52000045776367,33.8849983215332,34.220001220703125,163800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,33.75,33.86000061035156,32.86000061035156,33.33000183105469,158500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,33.34000015258789,33.93000030517578,33.34000015258789,33.45000076293945,137400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.4900016784668,33.86000061035156,33.15800094604492,33.75,146900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,33.65999984741211,34.334999084472656,33.65999984741211,34.189998626708984,180500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,34.220001220703125,34.79999923706055,33.939998626708984,34.720001220703125,145700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,34.720001220703125,35.25,34.61000061035156,34.619998931884766,156500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,33.619998931884766,33.630001068115234,31.959999084472656,32.34000015258789,228700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,32.66999816894531,33.814998626708984,32.5,33.43000030517578,220000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,33.66999816894531,35.59000015258789,33.66999816894531,35.54999923706055,228900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,35.36000061035156,36.150001525878906,35.06999969482422,35.08000183105469,225400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,34.400001525878906,34.619998931884766,33.90999984741211,34.349998474121094,176700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,34.2400016784668,35.279998779296875,34.13999938964844,35.20000076293945,363700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,33.45000076293945,34.91999816894531,31.149999618530277,32.209999084472656,645200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,32.0,33.16999816894531,31.81999969482422,32.81999969482422,280100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,32.38999938964844,32.86000061035156,32.0,32.380001068115234,214600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,32.560001373291016,32.79999923706055,31.84000015258789,31.989999771118164,181400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,31.6200008392334,32.18600082397461,31.350000381469727,31.40999984741211,239100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,31.709999084472656,32.099998474121094,31.34000015258789,31.57999992370605,290200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,31.790000915527344,32.59000015258789,31.76000022888184,32.02000045776367,222200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,32.2400016784668,32.45500183105469,31.420000076293945,31.51000022888184,143700.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,31.43000030517578,31.43000030517578,30.59000015258789,30.6200008392334,193100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,30.8799991607666,31.15999984741211,30.450000762939453,30.670000076293945,223600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,31.030000686645508,31.3700008392334,30.479999542236328,30.850000381469727,182100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,31.26000022888184,31.450000762939453,30.61000061035156,30.81999969482422,144600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,30.46999931335449,31.170000076293945,30.040000915527344,31.059999465942383,196400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,31.1299991607666,31.23500061035156,30.450000762939453,31.1299991607666,139400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,31.1299991607666,31.46999931335449,31.0049991607666,31.280000686645508,153700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,30.920000076293945,31.21999931335449,30.13500022888184,30.520000457763672,258200.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,30.56999969482422,31.21999931335449,30.40999984741211,31.21999931335449,671200.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,31.290000915527344,31.479999542236328,30.71999931335449,30.739999771118164,236000.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,30.649999618530277,31.920000076293945,30.559999465942383,31.899999618530277,255800.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,31.770000457763672,32.71500015258789,31.770000457763672,32.33000183105469,178500.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,32.45000076293945,32.49300003051758,31.84000015258789,32.13999938964844,294400.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,32.45000076293945,33.029998779296875,32.060001373291016,32.130001068115234,444200.0,,,,,,,,,,
