Date,Open,High,Low,Close,Volume,"('Adj Close', 'AEO')","('Close', 'AEO')","('High', 'AEO')","('Low', 'AEO')","('Open', 'AEO')","('Volume', 'AEO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.049999237060547,21.6200008392334,20.75,21.190000534057617,7037300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.90999984741211,20.90999984741211,19.8700008392334,20.15999984741211,6394800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.420000076293945,20.76000022888184,20.020000457763672,20.43000030517578,4461700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.459999084472656,20.65999984741211,19.82999992370605,19.84000015258789,5531700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.020000457763672,21.65999984741211,20.75,21.059999465942383,9619500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.030000686645508,21.5,20.790000915527344,21.270000457763672,4694000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,21.399999618530277,21.65999984741211,21.25,21.479999542236328,3126100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.46999931335449,21.540000915527344,20.93000030517578,21.450000762939453,3352300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.61000061035156,21.68000030517578,20.729999542236328,20.88999938964844,3623700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.729999542236328,20.799999237060547,20.350000381469727,20.549999237060547,5263300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,20.299999237060547,20.709999084472656,20.020000457763672,20.61000061035156,5102100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,20.739999771118164,20.850000381469727,19.850000381469727,20.26000022888184,3492100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,20.309999465942383,20.3700008392334,19.71999931335449,20.21999931335449,3786900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,20.280000686645508,20.440000534057617,20.049999237060547,20.32999992370605,5159800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,20.600000381469727,20.65999984741211,20.01000022888184,20.07999992370605,3595100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,20.21999931335449,20.36000061035156,20.01000022888184,20.07999992370605,2697500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,20.25,20.46999931335449,20.170000076293945,20.270000457763672,4290200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,20.36000061035156,20.709999084472656,20.15999984741211,20.670000076293945,2882700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.59000015258789,20.690000534057617,20.31999969482422,20.5,2025100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.32999992370605,20.36000061035156,20.01000022888184,20.209999084472656,3507200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,20.170000076293945,20.43000030517578,19.780000686645508,19.81999969482422,2911400.0,,,,,,,,,,
