Date,Open,High,Low,Close,Volume,"('Adj Close', 'HUN')","('Close', 'HUN')","('High', 'HUN')","('Low', 'HUN')","('Open', 'HUN')","('Volume', 'HUN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.049999237060547,25.5,25.0,25.170000076293945,1615900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,24.88999938964844,24.940000534057617,24.229999542236328,24.59000015258789,1722100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,24.63999938964844,24.709999084472656,24.3700008392334,24.489999771118164,1361600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.36000061035156,25.07999992370605,24.309999465942383,24.81999969482422,2257300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.6200008392334,24.920000076293945,24.350000381469727,24.90999984741211,1624300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.6200008392334,24.6299991607666,24.239999771118164,24.309999465942383,1536700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.200000762939453,24.239999771118164,23.920000076293945,24.059999465942383,1450300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,23.93000030517578,24.0,23.65999984741211,23.8799991607666,1450100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,24.21999931335449,24.229999542236328,23.63999938964844,23.799999237060547,1319100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.46999931335449,23.56999969482422,23.200000762939453,23.420000076293945,1995800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,23.030000686645508,23.239999771118164,22.90999984741211,23.1200008392334,2053000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,23.290000915527344,23.36000061035156,23.01000022888184,23.32999992370605,1806300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.21999931335449,23.459999084472656,23.030000686645508,23.399999618530277,3072900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.229999542236328,23.649999618530277,23.15999984741211,23.559999465942383,1698000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.780000686645508,24.229999542236328,23.780000686645508,24.040000915527344,2576700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,24.01000022888184,24.34000015258789,23.920000076293945,24.030000686645508,2082900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,24.309999465942383,24.739999771118164,24.15999984741211,24.450000762939453,2629300.0,,,,,,,,,,
